OBJECTID,GEOID20,pct9yEd,pctHSGrad,pctWhtClr,medFamInc,incomeDisp,medHomVal,medGrsRnt,medMthMor,pctHomOwn,pctUnemp,pctPoverty,pct1Parent,pctNoVhcl,pctNoPhone,pctNoPlumb,pctCrowded
1289,5.3033E+11,0,100,63.95000076,70927,,1098300,1935,3053,46.34529877,7.261720181,0,0,9.797820091,0,0,0
1290,5.3033E+11,0,100,71.68000031,179743,,,2360,,0,2.244390011,0,0,67.23840332,0,0,6.689539909
1291,5.3033E+11,0,100,94.16000366,114553,,673800,2261,2055,36.07429886,10.04570007,0,100,7.957560062,0,0,6.100800037
1292,5.3033E+11,0,97.98999786,38.20999908,94796,,950200,1374,2927,64.52279663,2.669039965,0,35.71429825,0,0,0,0
1293,5.3033E+11,0,100,81.26000214,110532,,289600,2165,1187,46.96760178,0,0,0,5.077569962,0,0,0
1294,5.3033E+11,0,100,71.66000366,95525,5.157239914,634100,1973,,61.07089996,0,0,0,5.933430195,0,0,0
1295,5.3033E+11,0,98.26000214,67.47000122,156528,4.115620136,1205900,2298,4000,42.24300003,3.540899992,3.688519955,15.57629967,12.33640003,0,1.869160056,3.551399946
1296,5.3033E+11,0,100,74.93000031,125089,,1325500,1948,3864,31.8458004,1.828410029,0,20.85560036,6.69370985,0,0,0
1297,5.3033E+11,0,100,76.91000366,198313,4.438119888,1559500,2172,3211,48.72299957,2.185790062,0,0,13.94890022,0,0,2.357559919
1298,5.3033E+11,1.230000019,98.76999664,52.77999878,122857,,916000,1490,3236,60.02949905,0,0,33.33330154,11.79940033,2.064899921,0,0
1299,5.3033E+11,1.629999995,97.62000275,64.63999939,232768,,1210000,2692,4000,60.36040115,0,0,0,0,4.204199791,0,7.357359886
1300,5.3033E+11,0,100,66.55000305,127635,3.424540043,1722200,1907,4000,53.88470078,4.469270229,0,27.23209953,12.6566,0,0,1.50375998
1301,5.3033E+11,0.059999999,99.94000244,66.15000153,,5.526329994,,1374,,58.26539993,0.077399403,0,0,15.64120007,0,0,0
1302,5.3033E+11,0,96.97000122,76.13999939,62795,1.410590053,591500,1673,,21.78619957,0,0,0,37.21239853,5.006770134,0,0
1303,5.3033E+11,0.910000026,99.08999634,55.65000153,51519,,417100,1403,,8.056269646,42.05609894,0,,57.67259979,4.219950199,0,6.649620056
1304,5.3033E+11,0,100,65.31999969,70855,3.489609957,534700,1649,,23.4836998,0,0,,28.92690086,0,0,0
1305,5.3033E+11,1.74000001,98.26000214,73.94999695,86985,3.410680056,652700,1727,2298,31.1541996,0,0,49.30559921,10.01019955,0,0,8.375889778
1306,5.3033E+11,1.440000057,98.55999756,81.16000366,66511,4.166920185,754800,1771,3185,20.06419945,2.181030035,0,,27.12680054,0,0,5.457459927
1307,5.3033E+11,0,100,81.01999664,100441,3.545399904,248900,2054,1958,11.53849983,2.155889988,0,0,56.73080063,0,0,0
1308,5.3033E+11,0.600000024,97.31999969,59.68000031,117845,,449400,1992,3571,21.34149933,3.98980999,0,0,29.5121994,0,0,1.951220036
1309,5.3033E+11,1.00999999,98.98999786,64.44999695,101641,4.278490067,656600,1841,2770,33.53120041,1.12263,0,,19.48570061,0,6.231450081,6.627099991
1310,5.3033E+11,1.809999943,96.37000275,73.95999908,95481,,,2117,,0,0,0,,41.40510178,2.840059996,0,9.566519737
1311,5.3033E+11,4.869999886,95.12999725,88.26999664,,4.256219864,,2031,,0,10.22290039,0,,48.54219818,0,0,14.73600006
1312,5.3033E+11,0,90.27999878,71.34999847,,,817300,1200,3131,14.40950012,4.043129921,0,,68.90570068,0,0,6.067170143
1313,5.3033E+11,0,100,84.41000366,198646,6.34953022,998900,2450,4000,45.71849823,3.566879988,4.469270229,0,21.07220078,0,0,1.712579966
1314,5.3033E+11,5.460000038,94.54000092,72.90000153,173993,5.857930183,1071100,1928,,10.23429966,3.589319944,10.37460041,,81.25769806,0,0,8.13809967
1315,5.3033E+11,0,100,67.95999908,,,,1166,,40.50630188,3.728810072,0,,79.32489777,0,0,15.1899004
1316,5.3033E+11,0,100,86.63999939,207675,,,2621,,22.39819908,2.019540071,0,0,30.99550056,0,0,10.97290039
1317,5.3033E+11,17.47999954,82.51999664,60.11999893,122419,,,1762,,4.128439903,0,0,,55.65750122,0,0,7.186540127
1318,5.3033E+11,0,100,57.50999832,119464,4.079080105,459800,2384,2080,13.32830048,0,0,0,29.66869926,0,0,0
1319,5.3033E+11,0,100,69.84999847,77750,5.364280224,,1888,,0,11.65279961,0,,46.62070084,0,0,4.137929916
1320,5.3033E+11,0,96.62999725,74.80999756,60658,4.199709892,,2036,,0,7.526879787,0,,16.58289909,9.045229912,0,3.517590046
1321,5.3033E+11,0,96.76000214,72.47000122,111250,,,2278,,0,7.179490089,0,,59.3946991,0,3.2786901,2.900379896
1322,5.3033E+11,0,97.56999969,83.12999725,158220,5.169700146,,2606,,0,0.908264995,0,,72.15529633,6.425700188,0,2.945110083
1323,5.3033E+11,0.850000024,97.54000092,69.37000275,75969,4.266620159,790200,2080,,7.919119835,3.258339882,0,0,55.77090073,0,4.296549797,0
1324,5.3033E+11,2.539999962,95.95999908,62.86999893,156004,5.092470169,777500,2854,3681,32.41139984,8.629779816,0,6.367040157,31.46069908,0,11.23600006,8.643039703
1325,5.3033E+11,0,100,85.75,102554,,,2105,,0,1.142130017,0,100,64.03639984,0,0,6.0697999
1326,5.3033E+11,0.100000001,99.90000153,91.30999756,130250,,710400,2559,,15.13710022,13.42179966,0,44.54550171,54.23120117,0,0,11.91899967
1327,5.3033E+11,0,100,91.88999939,188077,,,2729,,0,0,0,,43.64160156,0,0,0
1328,5.3033E+11,0.660000026,99.33999634,77.83000183,85625,4.63256979,,1865,,0,3.675450087,2.222219944,50,38.50220108,0,0,6.079299927
1329,5.3033E+11,0,100,62.95000076,83750,2.870569944,369800,1798,2190,31.82990074,8.123789787,0,0,31.70100021,3.350519896,0,4.123710155
1330,5.3033E+11,0,96.69999695,80.05999756,108942,4.106180191,487100,1645,3131,27.23620033,1.226050019,0,54.54550171,39.49750137,0,0,3.618089914
1331,5.3033E+11,2.440000057,97.55999756,67.48000336,89338,3.6066401,660700,1854,2765,7.421500206,3.579099894,0,100,29.40060043,0,0,0
1332,5.3033E+11,0,100,56.02000046,69844,3.218879938,544100,1913,,8.977560043,10.50689983,22.70529938,37.66230011,41.89530182,0,0,5.860350132
1333,5.3033E+11,20.39999962,79.59999847,52.81000137,82267,1.991649985,,1412,,5.629769802,6.623730183,0,,56.01150131,6.297709942,0,1.717560053
1334,5.3033E+11,1.179999948,98.81999969,84.62999725,73313,2.965430021,451000,1922,2199,22.53969955,4.132969856,0,,40.74069977,0,0,3.280420065
1335,5.3033E+11,0,100,81.02999878,46875,5.431849957,484900,1512,2617,13.0031004,0,0,,69.45300293,0,0,0
1336,5.3033E+11,0,100,65.23000336,,,,1882,,10.48029995,9.342000008,0,100,25.76420021,0,0,0
1337,5.3033E+11,1.769999981,98.23000336,71.80999756,112767,4.629270077,,1683,,11.50870037,0,0,0,51.74079895,3.771759987,0,0
1338,5.3033E+11,8.220000267,91.47000122,67.69999695,,4.049890041,618200,1213,2280,27.96419907,0,0,0,64.65319824,0,0,0
1339,5.3033E+11,0,100,67.31999969,111118,3.685250044,,1695,,11.73400021,6.589149952,0,100,54.6283989,0,0,6.258150101
1340,5.3033E+11,0,100,89.66999817,,,,1755,,0,0,0,,66.92910004,0,0,1.574800014
1341,5.3033E+11,0,100,100,105994,,,2347,,40.56340027,0,0,100,35.77460098,0,0,0
1342,5.3033E+11,0,100,44.25,48185,4.044370174,,2115,,16.24130058,4.382830143,0,,38.97909927,0,0,23.54990005
1343,5.3033E+11,0,100,85.22000122,,4.244160175,478800,1762,2262,18.125,11.39949989,0,,59.5,0,0,16
1344,5.3033E+11,0,98.76000214,65.40000153,99351,4.397530079,950000,1719,2493,32.70869827,13.83199978,0,2.419349909,14.3100996,0,0,9.369680405
1345,5.3033E+11,3.019999981,96.48999786,72.58999634,122500,4.8520298,907100,1467,2908,34.62390137,0.91813302,0,5.535059929,31.08410072,0,0,1.991150022
1346,5.3033E+11,0,100,76.77999878,121006,3.947530031,731800,1771,2986,49.03850174,2.935009956,0,79.06980133,32.55490112,0,0,5.219779968
1347,5.3033E+11,0,98.18000031,69.51000214,151927,,937500,2296,3384,70.75330353,5.927340031,0,19.62619972,2.658790112,0,0,3.545049906
1348,5.3033E+11,2.309999943,96.91999817,71.95999908,140735,,925500,2291,2936,84.41300201,7.239260197,0,30.35709953,3.238869905,0,0,5.87045002
1349,5.3033E+11,0,100,63.02999878,166607,,908500,,2930,53.56370163,0,0,47.54899979,13.39089966,0,0,0
1350,5.3033E+11,0,100,66.87000275,88015,3.17008996,834700,1643,3241,35.5481987,2.740740061,0,71.18640137,31.67219925,2.325579882,0,2.325579882
1351,5.3033E+11,0,100,79.22000122,228021,,1960900,2354,4000,85.97940063,2.272730112,0,0,3.50515008,0,0,0
1352,5.3033E+11,1.299999952,97.05000305,70.61000061,173790,,1337500,2587,4000,80.92949677,2.040819883,0,39.90610123,5.448719978,0,0,0
1353,5.3033E+11,1.820000052,91.48999786,61.74000168,189583,,1071200,2623,3866,69.04759979,0,0,42.54809952,0,0,0,0
1354,5.3033E+11,0,100,62.65999985,154744,,975400,2987,3201,80.90280151,1.945080042,4.404150009,14.28569984,0,0,0,0
1355,5.3033E+11,0.660000026,98.51999664,72.23000336,75825,4.963230133,413300,1820,2652,25.81240082,3.945110083,0,68.29270172,41.78269958,0,0,1.485610008
1356,5.3033E+11,0,97.13999939,76.30000305,63961,4.501629829,597200,985,2231,36.75389862,10.24979973,0,0,28.16749954,3.350790024,0,1.675390005
1357,5.3033E+11,0,100,67.48000336,46566,4.870279789,594400,1930,2940,21.76239967,13.36299992,0,0,23.63150024,4.272359848,0,13.21759987
1358,5.3033E+11,0,100,80.63999939,85074,4.74492979,689100,2158,2167,21.88069916,6.105830193,0,89.47370148,27.30559921,0,0,6.148280144
1359,5.3033E+11,0,98.91999817,59.58000183,107778,3.101089954,928600,1981,4000,37.26110077,0,0,41.81819916,13.6942997,0,0,9.394900322
1360,5.3033E+11,1.960000038,95.54000092,79.30000305,50521,4.708350182,1187500,877,4000,16.27619934,7.521369934,0,0,55.7336998,3.082609892,0,5.302100182
1361,5.3033E+11,1.639999986,96.72000122,72.98000336,109006,4.582180023,1025900,2088,3602,14.41749954,4.092339993,6.474820137,,40.02310181,2.0761199,11.99540043,5.882349968
1362,5.3033E+11,0.189999998,98.66000366,85.25,109316,6.071509838,922700,2266,4000,24.57789993,1.748540044,2.974829912,77.61190033,31.5196991,0,1.219509959,6.097559929
1363,5.3033E+11,3.970000029,96.02999878,59.40999985,75386,5.580550194,440500,1453,2490,23.54800034,3.234750032,0,,49.73600006,0,4.01267004,15.62829971
1364,5.3033E+11,2.430000067,93.91999817,81.84999847,131419,,686000,2567,3071,31.55960083,3.884229898,0,0,42.47710037,0,4.862390041,0
1365,5.3033E+11,0,96.93000031,89.36000061,145941,,533800,1446,2548,44.61339951,0.574712992,0,0,26.48920059,0,0,0
1366,5.3033E+11,0,100,78.73000336,180819,4.465410233,646900,2273,3802,40.7533989,6.281410217,0,0,26.59819984,0,0,0
1367,5.3033E+11,0,100,89.23999786,205583,,602400,2417,2348,49.9151001,0,0,,30.05089951,0,0,0
1368,5.3033E+11,0,100,80.65000153,137309,,689500,2311,3219,20.89990044,0,0,29.12619972,26.56019974,3.047899961,0,0
1369,5.3033E+11,14.68999958,82.61000061,73.94000244,33073,5.380380154,812500,831,3824,5.28512001,5.444129944,46.83539963,,74.4088974,2.9207201,0,5.146039963
1370,5.3033E+11,1.769999981,98.12000275,78.75,152885,4.820280075,1191700,2256,3445,28.03739929,4.173620224,0,,33.33330154,0,0,2.024919987
1371,5.3033E+11,0,100,83.40000153,112283,,812500,2348,,14.83049965,2.962960005,0,0,50.63560104,0,0,6.779660225
1372,5.3033E+11,5.289999962,92.87000275,64.26000214,135282,4.700479984,875000,2314,,17.55489922,0,0,30.43479919,66.03970337,0,2.29885006,7.419020176
1373,5.3033E+11,4.269999981,84.76999664,48.25999832,,3.943769932,1089300,2032,4000,26.04369926,17.64710045,0,100,63.22069931,0,0,3.18091011
1374,5.3033E+11,0,99.70999908,80.19000244,123750,4.770040035,1047600,2366,2992,12.93029976,0,0,70,63.72800064,0,1.343410015,2.434930086
1375,5.3033E+11,0.180000007,99.81999969,67.52999878,105368,4.966179848,469700,2036,,14.38259983,10.8107996,0,,56.85210037,2.442329884,0,19.5387001
1376,5.3033E+11,0,100,76.88999939,108629,4.800479889,443300,2307,1902,16.70260048,14.94250011,0,0,48.92240143,3.663789988,0,12.60779953
1377,5.3033E+11,7.760000229,92.23999786,80.16000366,84637,6.01789999,561000,1830,2851,19.0060997,0,6.201550007,44.44440079,40.01739883,1.220579982,0,6.6259799
1378,5.3033E+11,5.46999979,90.58999634,65.98999786,103207,5.226860046,511900,1814,1938,20.70479965,1.882850051,0,0,46.91630173,1.431720018,0,0
1379,5.3033E+11,0,91.81999969,70.37000275,52031,3.645390034,,1982,,0.609013021,18.77260017,15.38459969,0,73.93419647,0,0,0
1380,5.3033E+11,0,95.18000031,44.18999863,66927,2.350379944,,1734,,16.56439972,2.396169901,0,31.74600029,56.56439972,0,0,0
1381,5.3033E+11,0,99.27999878,75.51000214,157202,,1203500,2374,4000,42.55319977,0,0,100,16.63439941,0,0,0
1382,5.3033E+11,0,96.44000244,77.41000366,66598,3.05053997,414700,1800,,17.37350082,4.651159763,0,,46.51160049,0,1.367990017,2.325579882
1383,5.3033E+11,0,100,54.36000061,71154,,,1798,,0,0,0,,47.53889847,0,0,2.590670109
1384,5.3033E+11,0,100,79.54000092,73917,,,1762,,0,6.04651022,,,61.07379913,5.033559799,10.06709957,0
1385,5.3033E+11,2.450000048,96.09999847,60.66999817,77625,4.185319901,1037200,1590,,14.93309975,5.030489922,0,100,48.50669861,5.35529995,4.32543993,1.647789955
1386,5.3033E+11,0,98.94000244,62.43000031,73718,4.322599888,,1748,,6.538459778,2.056279898,0,59.29199982,33.97439957,0,0,10.8973999
1387,5.3033E+11,5.610000134,77.02999878,26.82999992,11094,5.814129829,,,,0,0,100,,86.39050293,7.100590229,0,0
1388,5.3033E+11,0,100,59.81000137,108487,4.219510078,898800,2059,3225,28.27230072,4.263360023,0,0,17.8010006,1.989529967,0,0
1389,5.3033E+11,1.909999967,89.63999939,45.95000076,58708,5.352379799,618800,1225,1667,9.730669975,16.11149979,0,0,30.75589943,2.86706996,1.129449964,5.212860107
1390,5.3033E+11,0,100,37.47000122,,4.551099777,,1872,,0,40.82229996,,,32.72729874,0,0,0
1391,5.3033E+11,0,100,65.12000275,54435,4.325089931,405600,1968,2265,9.090909958,4.059410095,0,0,25.71430016,0,0,11.03899956
1392,5.3033E+11,0.560000002,96.11000061,80.80999756,163529,,917500,1690,3245,45.20550156,3.803339958,0,31.19269943,7.876709938,0,0,1.712329984
1393,5.3033E+11,1.779999971,95.94999695,76.58999634,128333,5.552549839,716900,1863,2827,50.51190186,1.565999985,0,48.98550034,19.2833004,0,0,3.071670055
1394,5.3033E+11,4.309999943,95.69000244,49.08000183,158401,4.950009823,767000,2175,2898,45.75260162,0.610687017,0,84.61540222,6.408349991,0,0,16.24440002
1395,5.3033E+11,10.25,89.75,71.94000244,111042,4.42538023,964800,1894,3258,59.53680038,11.23600006,0,40.42150116,15.25889969,0,0,0
1396,5.3033E+11,0,97.01000214,77.51000214,112250,3.958539963,815100,2039,2835,60.70040131,5.291009903,0,18.39080048,19.06609917,0,0,6.031129837
1397,5.3033E+11,0,99.29000092,67.51999664,203864,,813800,2344,3179,52.98509979,4.342979908,0,24.65749931,2.98506999,0,0,2.238810062
1398,5.3033E+11,0,98.84999847,70.95999908,159531,,1798200,1871,4000,69.84130096,0,0,10.4677,1.322749972,0,0,0
1399,5.3033E+11,1.889999986,86.77999878,62.45000076,118486,,737800,2043,2698,81.26010132,1.25672996,0,24.63050079,6.300479889,0,0,0
1400,5.3033E+11,11.10999966,83.01999664,44.59000015,71090,6.194409847,825300,1586,3190,32.6882019,5.718699932,16.73150063,84.56790161,0.430108011,0,0,0
1401,5.3033E+11,4.25,94.43000031,51.66999817,,,631300,2967,2017,83.78379822,2.29885006,0,0,2.275959969,0,0,0
1402,5.3033E+11,9.970000267,81.80000305,51.79000092,32054,4.066170216,678200,875,1948,15.37240028,9.302330017,20.3125,27.81459999,40.72900009,0,0,9.350239754
1403,5.3033E+11,1.190000057,98.80999756,71.94999695,79167,4.876319885,622800,1812,2500,12.39890003,6.11111021,0,86.70890045,25.87599945,3.369270086,0,5.256060123
1404,5.3033E+11,6.179999828,93.81999969,67.87000275,122708,5.880710125,495500,1872,2505,38.75529861,6.933909893,0,18.57139969,18.67040062,4.101840019,0,3.111740112
1405,5.3033E+11,34.97999954,55.15999985,61.15000153,19980,3.559200048,,808,,3.284070015,0,38.11660004,41.9355011,63.87519836,0,6.075530052,10.01640034
1406,5.3033E+11,24.14999962,70.37999725,45.04999924,51159,4.99958992,503600,1099,2947,5.927830219,4.673810005,4.562739849,29.72970009,58.4192009,2.920959949,0.859107018,17.09620094
1407,5.3033E+11,13.47000027,73.93000031,38.68999863,31776,4.673220158,435000,999,2175,4.130259991,2.165719986,52.80369949,35.71429825,68.06990051,1.111989975,3.335979939,7.783959866
1408,5.3033E+11,2.819999933,92.66000366,52.72999954,39489,4.886069775,645200,1351,4000,8.860759735,14.35480022,0,0,82.59490204,7.120250225,3.006330013,4.430379868
1409,5.3033E+11,1.529999971,96.65000153,56.02000046,70438,,426300,1792,2495,35.95289993,3.591160059,0,9.677419662,35.95289993,0,0,3.33987999
1410,5.3033E+11,0,95.73999786,74.88999939,122554,6.309919834,487500,2185,3250,19.45639992,5.882349968,0,35.29410172,36.90990067,0,0,10.5866003
1411,5.3033E+11,2.069999933,96.33999634,73.66000366,94861,2.813410044,784800,2069,2525,73.4285965,2.362200022,0,20.83329964,0,0,0,4.857140064
1412,5.3033E+11,29.43000031,70.56999969,54.06000137,72868,4.224400043,425000,1659,1868,24.88409996,6.360420227,15.26720047,10.3448,30.29369926,0,0,6.182380199
1413,5.3033E+11,9.649999619,89.19000244,59.84000015,58925,2.451620102,692000,1272,2458,77.05220032,2.352940083,3.374229908,21.33329964,10.07460022,2.238810062,0,0
1414,5.3033E+11,11.93999958,83.91000366,64.87000275,122326,,667300,2022,2353,60.37739944,10.66950035,15.61559963,14.74650002,9.433959961,0,0,0
1415,5.3033E+11,0,100,49.11999893,56389,,580600,1200,2324,32.20339966,0,0,81.33329773,35.47219849,0,0,0
1416,5.3033E+11,3.670000076,92.5,51.40000153,130417,3.673609972,704700,1750,2923,25.76989937,6.638659954,0,81.60919952,8.265800476,0,0,3.565639973
1417,5.3033E+11,0,100,73.5,156250,,1037000,2250,3654,54.01710129,0,1.842110038,0,4.444439888,0,0,0
1418,5.3033E+11,2.00999999,97.98999786,66.77999878,131010,3.880769968,718800,1194,2760,44.12900162,8.748109818,0,32.95449829,19.61289978,0,0,4.516129971
1419,5.3033E+11,0,100,68.16000366,205539,,968600,,3477,96.94920349,2.503129959,0,27.5,1.864410043,0,0,2.203389883
1420,5.3033E+11,8.199999809,88.69999695,64,71250,3.262680054,853500,1684,2893,45.57239914,1.166669965,0,9.385109901,6.155509949,1.943840027,0,4.427649975
1421,5.3033E+11,6.260000229,93.73999786,63.02000046,102969,,886100,1245,3323,62.1271019,0,3.266330004,14.86989975,11.2840004,1.945530057,0,1.815819979
1422,5.3033E+11,0,100,60.15000153,186969,4.605169773,744400,2390,3625,79.86910248,0,0,100,2.782320023,0,0,0
1423,5.3033E+11,0,100,65.93000031,110682,4.743319988,787000,1637,1757,55.53749847,2.295919895,0,0,5.863190174,0,0,0
1424,5.3033E+11,2.50999999,96.36000061,81.23000336,187641,2.733370066,929500,1148,3333,52.99649811,0,0,22.68659973,5.64041996,0,0,0
1425,5.3033E+11,0,99.29000092,71.55999756,88987,4.317490101,1027500,1776,3310,35.3606987,0,0,21.54470062,0,0,0,13.43710041
1426,5.3033E+11,0,100,68.66000366,165088,4.540629864,848600,2222,3400,81.50509644,7.363930225,0,0,8.418370247,0,0,4.209179878
1427,5.3033E+11,0,94.25,65.69999695,100850,3.160279989,704400,1729,3667,34.04859924,0,0,23.03370094,8.726750374,0,0,0
1428,5.3033E+11,0,98.61000061,53.34999847,134209,,847800,2217,3192,82.86190033,0,0,20.80920029,2.662230015,0,0,2.495840073
1429,5.3033E+11,0,100,72.90000153,118750,,811800,,2552,89.21350098,5.714290142,0,0,3.370790005,0,0,3.370790005
1430,5.3033E+11,0,100,78.23999786,148750,,875000,2217,3322,71.2417984,3.369270086,0,12.1310997,2.777780056,0,0,0
1431,5.3033E+11,0,100,62.97000122,172177,,820300,2422,3317,91.13710022,9.277339935,0,3.921570063,2.675590038,0,0,0
1432,5.3033E+11,0,100,64.45999908,131618,,780700,2797,2981,65.53569794,0,0,14.58769989,0,0,0,0
1433,5.3033E+11,0,91.76000214,50.27999878,75250,,571100,1433,,37.13769913,18.75,0,0,3.623189926,0,0,0
1434,5.3033E+11,0,100,68.76999664,188419,,811900,,3438,92.25229645,4.887219906,0,5.776169777,0,0,0,0
1435,5.3033E+11,3.170000076,96.83000183,73.29000092,161333,,782400,2250,3464,57.06209946,5.828219891,0,20.35930061,0,0,0,0
1436,5.3033E+11,1.840000033,98.16000366,42.47000122,96346,,794100,1388,3655,54.31650162,3.387700081,0,0,6.294960022,0,0,0
1437,5.3033E+11,0,100,70.45999908,117232,,617900,1667,3652,70.68699646,1.731029987,0,0,9.312979698,0,0,0
1438,5.3033E+11,0,96.83999634,57.72999954,124632,3.199830055,771500,1866,3417,49.72880173,8.586389542,0,4.950500011,3.254970074,0,0,17.35989952
1439,5.3033E+11,1.629999995,98.37000275,59.33000183,153214,,854200,1557,2607,67.51059723,12.8920002,0,11.53849983,5.696199894,0,0,0
1440,5.3033E+11,2.029999971,97.97000122,67.13999939,61567,4.204850197,368500,1662,2402,46.52130127,5.782919884,0,37.03699875,12.5649004,0,0,1.246109962
1441,5.3033E+11,0,94.51999664,50.09000015,88580,3.300849915,628700,2041,3052,65.52570343,9.810390472,0,60.39220047,4.278729916,0,0,0
1442,5.3033E+11,0,95.48000336,67.98999786,110405,,617600,1938,1989,33.33330154,1.339290023,0,65.38459778,7.988979816,0,0,0
1443,5.3033E+11,1.230000019,89.33000183,53.25,85455,,757700,1681,2833,57.80490112,1.896550059,0,47.45759964,19.02440071,0,0,10.73169994
1444,5.3033E+11,7.360000134,90.73000336,44.27999878,103508,6.263400078,602600,1721,2815,44.08010101,7.666669846,3.846149921,0,10.74680042,1.457190037,1.457190037,2.550090075
1445,5.3033E+11,34.91999817,58.11999893,19.93000031,36286,4.512579918,546900,502,2676,28.74250031,24.78989983,6.852789879,30.23259926,35.0298996,0,0,12.57489967
1446,5.3033E+11,4.489999771,91.29000092,68.91000366,107250,,711200,1886,3026,60.13510132,6.724890232,1.990049958,28.94739914,6.41892004,0,0,8.108110428
1447,5.3033E+11,3.680000067,93.76999664,40.79000092,80000,,664000,1778,3520,31.15180016,0.768573999,1.285349965,56.89659882,7.984290123,6.413609982,0,4.581150055
1448,5.3033E+11,13.96000004,80.80999756,64.91000366,77784,5.429349899,740100,1556,3165,63.9742012,8.322979927,4.424779892,8.878499985,5.008080006,3.069469929,0,8.723750114
1449,5.3033E+11,14.48999977,80.75,54.56000137,38921,2.711280107,699100,1272,2460,25,0,0,0,21.28380013,7.43242979,0,5.91215992
1450,5.3033E+11,11.26000023,86.33000183,43.29000092,45550,6.17512989,612500,1014,2418,39.73630142,0,9.975669861,70.97969818,17.13750076,3.201509953,0,9.227869987
1451,5.3033E+11,3.480000019,93.44999695,37.24000168,153922,5.203010082,604000,2551,2466,73.31980133,6.406079769,0,20.57970047,8.553970337,0,0,3.258660078
1452,5.3033E+11,0,97.80000305,46.63000107,139235,4.923620224,968600,2446,2367,78.35720062,1.482059956,1.669759989,21.10090065,0,0,0,1.434159994
1453,5.3033E+11,5.03000021,93.54000092,64.43000031,155200,,817600,,3043,93.36100006,4.077250004,0,49.72679901,3.941910028,0,0,0
1454,5.3033E+11,0,92.08000183,56.81999969,137697,4.777019978,639900,1921,2986,47.62889862,2.179840088,0,33.16059875,11.54640007,0,0,0
1455,5.3033E+11,0.75,98.58000183,70.95999908,149261,1.848330021,870600,2288,3606,91.67880249,2.158269882,0,22.34639931,6.569340229,1.459849954,0,1.167880058
1456,5.3033E+11,0,98.84999847,64.11000061,140152,6.33976984,965600,,3703,95.23809814,0,0,0,0,0,0,3.571429968
1457,5.3033E+11,2.210000038,94.73000336,42.54000092,153750,,685500,2107,2696,60.9137001,2.631580114,0,0,0,0,0,8.375630379
1458,5.3033E+11,4.320000172,95.44000244,82.43000031,149722,4.820280075,727700,2661,2622,84.40370178,0.709219992,0,4.6875,0,0,0,0
1459,5.3033E+11,2.230000019,95.76999664,71.79000092,137417,,680600,,2608,93.30139923,1.884060025,0,0,7.177030087,0,0,0
1460,5.3033E+11,0.819999993,96.45999908,52.99000168,57031,6.109250069,609900,2234,2699,47.06869888,5.193240166,2.647660017,66.13230133,1.675040007,0,0,6.532660007
1461,5.3033E+11,6.130000114,87.23999786,34.13000107,,4.869860172,546500,1187,2372,63.75270081,0,25,42.63159943,0,0,0,11.08740044
1462,5.3033E+11,0,97.73999786,87.88999939,95380,,617400,2189,1856,14.17770004,8.39260006,0,59.77009964,19.84880066,0,0,8.695650101
1463,5.3033E+11,0,98.33000183,78.70999908,222386,,670300,1780,3570,63.02519989,0,0,0,19.32769966,0,0,0
1464,5.3033E+11,4.570000172,95.43000031,82.23999786,111205,5.03730011,674200,1639,2407,35.85710144,0,0,0,25,4.285709858,3.857140064,8.142860413
1465,5.3033E+11,4.059999943,95.94000244,58.00999832,119250,,745800,1567,3250,65.61509705,5.06757021,4.424779892,31.60619926,3.785490036,5.993690014,0,5.047319889
1466,5.3033E+11,9.710000038,84.30000305,53.43000031,122612,3.937340021,641100,2040,2569,78.07019806,5.238100052,5.243450165,0,6.432750225,0,0,10.08769989
1467,5.3033E+11,15.23999977,75.30000305,25.43000031,61776,5.21130991,590800,,2476,57.62269974,7.911389828,15.96640015,22.51659966,10.33590031,0,0,1.808789968
1468,5.3033E+11,20.12999916,78.79000092,35.77999878,118500,2.97104001,636300,2052,2167,82.46070099,2,0,23.96310043,9.16230011,2.356019974,0,15.96860027
1469,5.3033E+11,9.039999962,81.09999847,34.43000031,87011,,598300,2171,2473,67.91670227,1.126410007,2.605859995,55.39910126,0.208333001,0,0,0
1470,5.3033E+11,7.059999943,92.94000244,30.40999985,82295,4.765510082,543000,1498,1860,70.88240051,0,0,6.52173996,10.29409981,0,0,3.529409885
1471,5.3033E+11,10.51000023,83.02999878,34.93999863,121719,,596400,1861,2439,74.29309845,7.317070007,0,6.04651022,3.856040001,0,0,1.285349965
1472,5.3033E+11,0,96.58999634,61.77999878,117500,4.828310013,670700,1885,2145,28.57139969,1.595739961,0,0,12.01809978,0,0,0
1473,5.3033E+11,0.720000029,99.27999878,79.55999756,94594,6.206890106,610800,,3069,72.83239746,9.545450211,0,48.82350159,24.85549927,0,0,0
1474,5.3033E+11,6.730000019,90.41999817,62.54999924,84788,,674300,1871,2480,15.12129974,3.026479959,0,81.65679932,10.98429966,13.97999954,0,12.12549973
1475,5.3033E+11,0,100,79.12000275,84712,3.34491992,787300,1597,3239,71.89289856,0,0,0,16.06119919,0,0,0
1476,5.3033E+11,0,100,39.38999939,166739,,804500,3219,3970,56.62250137,0,0,0,2.317879915,0,0,0
1477,5.3033E+11,0,84.66999817,41.54000092,56947,,567200,1636,1727,37.15340042,0,0,63.49209976,4.25138998,0,0,0
