OBJECTID,GEOID20,pct9yEd,pctHSGrad,pctWhtClr,medFamInc,incomeDisp,medHomVal,medGrsRnt,medMthMor,pctHomOwn,pctUnemp,pctPoverty,pct1Parent,pctNoVhcl,pctNoPhone,pctNoPlumb,pctCrowded
2836,5.3042E+11,2.359999895,92.93000031,39.68999863,85000,2.890369892,273700,,1630,80.49790192,3.249629974,0,0,1.867220044,1.659749985,0,0
2837,5.3042E+11,1.5,95.75,38.56999969,74583,2.075010061,320800,1067,1903,86.13710022,5.845769882,2.799999952,36.96269989,1.246109962,0,0,5.451710224
2838,5.3042E+11,10.68999958,81.47000122,31.67000008,66500,4.455639839,197400,1000,1351,66.88600159,13.4052,2.631580114,65.36309814,4.385960102,0,0,2.412280083
2839,5.3042E+11,3.529999971,92.26000214,29.39999962,76087,2.490639925,235500,1083,1609,82.68479919,6.451610088,3.39425993,9.698280334,4.28015995,0,0,0.778209984
2840,5.3042E+11,1.159999967,95.29000092,32.41999817,67841,4.496960163,356500,749,1681,87.81629944,1.176470041,2.058109999,13.43490028,0.281161994,1.968129992,0,2.717900038
2841,5.3042E+11,1.99000001,90.48000336,30.27000046,79688,3.021049976,262500,1021,1352,78.05560303,10.60610008,1.984130025,21.60000038,2.5,1.666669965,0,0.555555999
2842,5.3042E+11,1.779999971,91.36000061,24.95000076,54646,2.949749947,188900,700,1184,77.46839905,4.206500053,4.489799976,28.4314003,0,0.759494007,0,2.531650066
2843,5.3042E+11,4.949999809,93.36000061,29.13999939,72902,1.237869978,189500,1027,1480,85.12039948,7.939909935,1.661129951,8.870969772,0.65645498,0,0,0
2844,5.3042E+11,5.010000229,88.59999847,34.88999939,98098,4.605169773,358800,,1828,83.96949768,9,9.696969986,13.8888998,12.46819973,1.017809987,1.017809987,0
2845,5.3042E+11,4.260000229,91.75,46.81999969,62857,2.920830011,281600,906,1287,87.53749847,4.32543993,10.42399979,27.50930023,0.450450003,0.600601017,1.201200008,5.855860233
2846,5.3042E+11,6.21999979,88.29000092,32.65999985,78750,3.195709944,393900,625,1930,86.27149963,3.203340054,0,19.25130081,2.808109999,1.872069955,5.304210186,0
2847,5.3042E+11,10.56000042,75.41999817,41.29999924,34088,3.624340057,211600,1329,1435,65.28070068,0,10.33059978,26.54030037,2.286900043,0.415800005,0,3.326400042
2848,5.3042E+11,3.980000019,90.29000092,31.78000069,68224,2.666090012,229100,2195,1714,90.61910248,3.16741991,0,48.18180084,3.00187993,0,0,2.626640081
2849,5.3042E+11,8.609999657,77.91999817,37.25999832,32692,,143100,769,1195,82.82830048,4.0145998,4.390240192,0,1.515149951,2.272730112,0,3.28283
2850,5.3042E+11,4.110000134,88.70999908,4.760000229,,3.935009956,231600,931,,71.1309967,2.325579882,10.67959976,42.6230011,6.54761982,6.54761982,6.54761982,7.142859936
2851,5.3042E+11,3.599999905,86.27999878,19.18000031,65000,2.972480059,255200,758,1659,73.73269653,10.92440033,0,54.22079849,2.304150105,0,0,3.917049885
2852,5.3042E+11,0,88.55000305,11.98999977,48929,,172500,832,889,84.375,0,3.873239994,1.694919944,3.693180084,0,0,1.704550028
2853,5.3042E+11,3.180000067,83.38999939,26.88999939,64000,3.586600065,315400,,1459,78.936203,0,0,36.70890045,1.914890051,2.553189993,0,0
2854,5.3042E+11,0,88.63999939,46.88000107,55000,2.582890034,225000,1422,1166,72.5,14.97579956,0,23.35029984,5,0,0,7.5
2855,5.3042E+11,14.63000011,74.02999878,10.65999985,36205,3.360850096,166500,716,1206,74.25150299,19.20529938,13.82110023,0,4.790420055,0,0,0
2856,5.3042E+11,6.269999981,84.41000366,13.15999985,52532,1.867269993,198600,1007,1381,83.22260284,27.91970062,7.692309856,20.71010017,3.156150103,0,1.32889998,6.312290192
2857,5.3042E+11,0,83.73999786,21.67000008,41250,2.772589922,187500,700,1177,69.27079773,5.138339996,0,43.28359985,0,0,0,0
2858,5.3042E+11,2.559999943,87.18000031,10.51000023,32125,3.794239998,177500,,1115,86.37770081,3.018870115,0,,8.359129906,5.572760105,0,0
2859,5.3042E+11,0,75.84999847,37.45000076,54464,3.426520109,249400,,1191,92.13839722,0.722021997,0,100,0,0,0,0
2860,5.3042E+11,0,100,25.48999977,32898,,,,,76.9910965,0,0,,0,0,0,0
2861,5.3044E+11,1.950000048,93.86000061,44.22999954,66107,4.10984993,168700,571,1339,66.82129669,7.5,0,13.17070007,4.640369892,0,0,0.696056008
2862,5.3044E+11,0,90.44000244,40.25999832,64097,1.560649991,181500,870,1155,85.09799957,2.884619951,2.564100027,22.65189934,0,0,0,1.960780025
2863,5.3044E+11,0,91.18000031,50.22000122,71700,4.263869762,317500,,1655,85.06790161,0,6.96969986,29,2.488689899,0.678732991,6.561089993,0
2864,5.3044E+11,1.879999995,92,36.20000076,63690,2.568289995,280400,860,1462,88.08660126,5.423729897,9.389670372,4.989600182,0,1.98556006,0,5.595670223
2865,5.3044E+11,8.239999771,86.55999756,43.34999847,49167,2.748869896,196700,754,1486,67.06590271,9.660570145,7.920790195,0,4.191619873,5.089819908,5.089819908,0
2866,5.3044E+11,0.310000002,93.63999939,49.22000122,75982,3.506560087,271900,642,1122,87.39949799,8.022919655,1.923079967,8.988759995,1.608579993,0.804289997,1.07238996,3.753350019
2867,5.3044E+11,0,94.01000214,49.58000183,73194,3.442019939,241300,,1611,76.36889648,4.244029999,0,10.87870026,0.288183987,1.729110003,0,1.440919995
2868,5.3044E+11,0.829999983,96.01000214,54.54999924,62946,3.506560087,176400,750,1308,72.92819977,3.943660021,4.424779892,33.01890182,3.038670063,1.104969978,0,1.933699965
2869,5.3044E+11,3.470000029,93.48000336,43.34000015,53516,3.371639967,155200,877,1121,76.6292038,6.77200985,4.166669846,34.09090042,0.449438006,0,0,0.674157023
2870,5.3044E+11,2.00999999,92.23000336,32.59999847,55264,3.978270054,112100,823,1059,79.27110291,0.963855028,3.846149921,20.43799973,5.694759846,2.277899981,0,1.366739988
2871,5.3044E+11,1.730000019,91.44999695,48.75999832,63929,3.444999933,125300,694,1063,75.7641983,6.512609959,5.202310085,16.75130081,1.528380036,0.436681002,0.655022025,0.873362005
2872,5.30459E+11,8.510000229,83.40000153,26.17000008,53958,3.981019974,160600,700,1018,75.55560303,24.91230011,4.597700119,38.31779861,3.111109972,0.888889015,0.444444001,4.444439888
2873,5.3046E+11,0,98.48999786,24.59000015,50000,,242300,1271,1322,87.64040375,17.56760025,0,100,0,0,2.247189999,10.11240005
2874,5.3046E+11,4.579999924,93.80000305,41.18000031,59453,3.871200085,311500,,1475,97.8946991,4.968939781,16.31209946,20.83329964,0,0,0,2.105259895
2875,5.3046E+11,0,90.76000214,36.33000183,55467,4.126430035,257400,,1255,92.74970245,15.96640015,0,100,0,0,0,6.292749882
2876,5.3046E+11,3.059999943,83.38999939,50.81999969,,,166800,,1074,79.10449982,0,0,,0,0,9.203980446,0
2877,5.3046E+11,0.860000014,95.86000061,43.45999908,32477,1.32802999,194300,529,1638,55.64970016,41.04679871,9.890110016,18.75,2.824860096,1.129940033,0,0
2878,5.3046E+11,0,91.66999817,26.51000023,59449,,243400,1257,1177,86.92579651,3.67505002,1.612900019,0,0,0,0,0
2879,5.3046E+11,0,92.76000214,50.16999817,53267,8.047189713,221600,836,1690,81.01540375,8.4375,0,37.16220093,0.662252009,0,0,2.649009943
2880,5.3046E+11,0,94.20999908,20,67669,5.917359829,283800,,1762,93.84159851,16.2996006,14.92539978,0,0,0,0,3.225810051
2881,5.3046E+11,0,97.66999817,8.199999809,93690,4.29843998,290900,,1795,90.28569794,0,0,100,0,0,0,0
2882,5.3046E+11,2.710000038,92.29000092,18.09000015,74974,,225000,,1154,100,0,0,,0,0,0,0
2883,5.3046E+11,0,92.23999786,21.17000008,61875,3.413029909,235700,,1198,80.40350342,0,6.024099827,100,4.899139881,4.899139881,0,0
2884,5.3046E+11,8.420000076,91.58000183,33.00999832,59188,,251000,1307,1612,86.40000153,13.51350021,0,72.50610352,3.200000048,16,3.200000048,12
2885,5.3046E+11,1.049999952,89.62000275,17.97999954,56146,4.476240158,221700,1595,1314,88.94229889,1.668059945,0,23.74099922,0,0,0,3.653850079
2886,5.3046E+11,4.110000134,95.88999939,52.20000076,68385,,411900,,2046,63.37580109,5.689280033,0,0,0,0,0,0
2887,5.3046E+11,0.300000012,86.83999634,49.40000153,62730,3.721849918,250000,712,1559,51.41320038,3.207000017,0,35.07109833,16.15069962,0,0,0
2888,5.3046E+11,0,100,4.840000153,60946,,222500,962,,50.34719849,0,0,0,0,0,0,0
2889,5.3046E+11,0,100,44.61999893,64152,,733300,,1902,100,0,0,,0,0,0,0
2890,5.3046E+11,0.850000024,99.15000153,40.77000046,140250,6.166409969,459600,,2321,88.12319946,3.373490095,0,0,1.319650054,0,0,0
2891,5.3046E+11,0,95.44000244,26.60000038,103229,,275600,,1925,78.89450073,8.737859726,0,0,0,0,0,3.517590046
2892,5.3046E+11,5.400000095,94.59999847,30.71999931,84479,,308500,,2036,98.52940369,15.31050014,0,12.58909988,7.189539909,0,0,10.13070011
2893,5.3046E+11,0,97.63999939,42.11999893,78278,2.89564991,307300,,1380,90.41919708,9.037329674,5.974840164,9.954750061,0,0,0,0
2894,5.3046E+11,0,100,43.86000061,100606,,431500,,2292,82.80419922,0,0,0,0,0,0,5.555560112
2895,5.3046E+11,0.119999997,99.62999725,63.99000168,61731,,335300,,1914,93.95349884,3.556489944,0,0,4.418600082,10.69769955,0,0
2896,5.3046E+11,0,100,11.10999966,37545,4.265659809,144400,,1335,90.59829712,0,9.722220421,0,0,7.264959812,0,0
2897,5.3046E+11,0,84.23999786,40.86999893,80412,,392800,,2225,63.9109993,0,0,54.66669846,0,0,0,7.631159782
2898,5.3046E+11,1.049999952,97.59999847,46.33000183,98246,,340100,,1664,97.80560303,5.063290119,7.222219944,0,6.112850189,0,0,0
2899,5.3046E+11,0,95.51000214,44.70000076,76064,,288800,,1714,92.05020142,3.708610058,11.82989979,0,2.5104599,1.952579975,0,4.184100151
2900,5.3046E+11,1.149999976,89.40000153,23.65999985,66500,3.270169973,245700,964,,60.9375,22.48520088,10.9375,54.54550171,0,0,0,23.4375
2901,5.3046E+11,3.450000048,93.23999786,29.39999962,81719,3.976560116,254400,1208,2038,80.59069824,5.279500008,2.213279963,15.58819962,0,5.625879765,0,5.766530037
2902,5.3046E+11,3.119999886,87.62999725,21.60000038,62969,,203100,1185,1167,69.6312027,9.523810387,0,62.84149933,6.290669918,0,0,4.121479988
2903,5.3046E+11,5.369999886,84.41999817,27.44000053,53125,3.951240063,201200,983,1100,61.0951004,4.545450211,7.547170162,73.83719635,15.56200027,2.593660116,0,4.899139881
2904,5.3046E+11,11.89999962,81.01000214,42.20999908,81875,,208700,1250,1319,58.73020172,11.89019966,14.92539978,16.47730064,1.058200002,0,0,18.51849937
2905,5.3046E+11,14.92000008,81.79000092,29.20999908,55556,,229500,1616,1535,77.91670227,3.333329916,2.539680004,45.71429825,3.541670084,0,0,12.5
2906,5.3046E+11,0,90.33999634,18.93000031,28125,,322200,625,1678,30.69309998,9.649120331,16.23929977,40.4762001,28.96039963,4.207920074,0,0
2907,5.3046E+11,3.460000038,95.37999725,49.77000046,24896,6.375879765,424300,769,1825,23.23649979,11.42860031,0,60.63830185,17.42740059,0,0,0
2908,5.3046E+11,23.73999977,73.11000061,18.44000053,27672,4.938660145,114600,1042,1100,16.87899971,21.875,8.949419975,86.26940155,13.05729961,0,0,24.84079933
2909,5.3046E+11,19.13999939,67.77999878,10.89000034,70865,,159700,1263,1383,71.76470184,0,10.58199978,6.227109909,0,0,0,19.21570015
2910,5.3046E+11,12.10000038,70.69999695,25.79999924,44750,2.965430021,205300,1216,1487,51.52939987,6.446280003,0,64.87249756,9.882349968,10.82349968,0,1.882349968
2911,5.3046E+11,4.150000095,87.47000122,25.69000053,67431,4.088950157,226000,1289,1547,61.8973999,0,1.173709989,24.65369987,12.13059998,7.309490204,5.75428009,0
2912,5.3046E+11,17.96999931,74.19000244,35.70999908,45221,2.995729923,205600,789,1796,38.35620117,6.666669846,24.85880089,54.93560028,14.72599983,2.05479002,0,2.05479002
2913,5.3046E+11,0,92.55999756,40.45000076,110978,4.828310013,207500,,1789,89.28569794,5.982910156,0,0,5.194809914,0,0,18.50650024
2914,5.3046E+11,4.050000191,85.79000092,44.25999832,68229,4.209010124,286300,976,1844,71.11109924,0.987653971,5.206069946,37.45449829,0.888889015,0,0,3.555560112
2915,5.3046E+11,0.99000001,90.73999786,37.18000031,63750,3.712690115,300000,917,2118,77.99230194,3.819439888,1.369860053,8.653849602,3.667949915,0,0,2.316600084
2916,5.3046E+11,6.46999979,86.41999817,49.81999969,120208,3.101089954,464200,,2131,88.1548996,0,0,10.68700027,10.47840023,0,0,0
2917,5.3046E+11,0,99.94000244,41.66999817,65066,3.854860067,353500,,1670,90.9496994,0,10.41289997,67.64710236,5.363130093,5.363130093,5.139659882,0
2918,5.3046E+11,0,88.38999939,21.28000069,61146,,385400,,2472,79.18779755,0,0,18.82719994,0,8.121829987,0,0
2919,5.3046E+11,0,92.68000031,65.04000092,,4.653029919,197600,,1542,81.13639832,0,19.30690002,13.1487999,0,1.818179965,0,0
2920,5.3046E+11,4.059999943,94.19999695,31.65999985,82232,,348600,,1663,95.76110077,0,0,0,0,0,0,4.624279976
2921,5.3046E+11,0,79.34999847,21.20000076,54750,5.416100025,172800,,1148,70.99099731,9.020219803,0,0,3.243240118,0,0,5.765769958
2922,5.3046E+11,0,98.90000153,35.52000046,70273,4.038770199,454400,,1122,83.9335022,3.65447998,0,78.62599945,1.108029962,0,0,0
2923,5.3046E+11,2.00999999,91.05999756,26.68000031,103080,,346100,1597,1916,93.34220123,6.822430134,0,18.23060036,0,1.198400021,0,0
2924,5.3046E+11,1.600000024,88.93000031,40.75999832,73571,2.718100071,206800,1106,1252,88.66169739,21.5814991,2.654870033,35.36589813,0,0,0,0
2925,5.3046E+11,1.220000029,93.18000031,42.11999893,50481,5.116000175,,820,1738,66.55950165,3.790090084,6.435639858,50.30670166,0.964630008,0.643087029,0,1.607720017
2926,5.3046E+11,4.570000172,82.94999695,28.60000038,83155,4.24849987,305200,,1835,86.76750183,4.799109936,0,4.651159763,10.58600044,0,0,0
2927,5.3046E+11,1.049999952,85.66000366,22.64999962,72375,3.218879938,240400,1507,1938,74.8792038,0.133869007,3.243240118,23.86359978,3.542670012,0,0,3.703700066
2928,5.30479E+11,0.660000026,93.84999847,16.87000084,50966,4.172309875,151800,506,950,59.30739975,15.625,10.82800007,85.2940979,17.74889946,2.164499998,7.35931015,9.523810387
2929,5.30479E+11,3.559999943,91.68000031,30.54000092,29821,5.20593977,112300,630,775,67.03700256,19.2567997,3.174599886,75.9036026,8.148150444,1.851850033,0.740741014,7.037040234
2930,5.30479E+11,2.609999895,92.69000244,41.34000015,62105,3.635770082,163500,835,1297,69.00309753,5.116280079,2.586210012,60.88560104,2.647969961,2.959500074,0,1.090340018
2931,5.30479E+11,5.989999771,80.59999847,35.18999863,41583,4.017380238,148100,,2608,80.65570068,17.76499939,0,95.32710266,1.967210054,6.885250092,0,3.606559992
2932,5.30479E+11,21.12000084,61.31000137,26.81999969,52604,4.94438982,196600,1046,1290,43.90859985,2.222219944,16.71549988,53.14009857,5.329949856,0,0,13.19799995
2933,5.30479E+11,8.210000038,73.91000366,15.13000011,32361,3.724809885,83100,559,781,50.45050049,8.708709717,2.339179993,100,1.801800013,0,2.402400017,3.903899908
2934,5.3048E+11,4.440000057,86.04000092,29.20999908,52453,2.786010027,,,,65.36969757,9.352519989,4.08163023,0,5.447470188,0,2.9182899,0
2935,5.3048E+11,19.09000015,56.41999817,20.13999939,32000,1.297060013,124400,668,985,45.93019867,11.46500015,11.55780029,42.1487999,4.069769859,0,0,9.593020439
2936,5.3048E+11,4.289999962,87.25,15.57999992,44821,4.090270042,171500,435,1488,76.34010315,0.672645986,0,30,7.208869934,1.293900013,0,2.033269882
2937,5.3048E+11,0,94.12000275,11.14999962,39205,2.634720087,252900,,1358,96.60489655,0,48.62390137,0,0,0,0,0
2938,5.3048E+11,9.050000191,85.48999786,45.81000137,34375,,198700,,1406,80.22689819,0,0,0,0,11.66940022,0,0
2939,5.3048E+11,0.589999974,93.69000244,76.16999817,44453,4.821390152,189800,,1563,100,7.211540222,10.8107996,0,0,9.523810387,0.634921014,0
2940,5.3048E+11,6.679999828,73.09999847,57.40999985,28304,5.805570126,215200,,,63.37580109,0,0,,4.140130043,5.414010048,5.095540047,0
2941,5.3048E+11,0,91.62999725,6.860000134,,2.995729923,115000,,973,92.40509796,9.793809891,0,,5.696199894,0,14.55700016,0
2942,5.3048E+11,7.329999924,88.12000275,33.88000107,51250,3.609210014,162000,739,1775,57.3667984,2.593660116,4.634150028,7.558139801,10.97179985,2.664580107,1.253919959,8.463950157
2943,5.3048E+11,3.529999971,96.47000122,50.5,42238,,287500,866,1475,57.26139832,0,0,74.40480042,0,0,0,3.734440088
2944,5.3048E+11,23.63999939,71.73000336,35.58000183,38982,4.365499973,231200,885,1398,79.28220367,11.51599979,4.618939877,39.73799896,5.709619999,1.63132,0,10.60359955
2945,5.3048E+11,5.960000038,86.12999725,25.13999939,54722,3.588799953,216000,929,1339,68.55349731,8.629440308,3.799999952,51.11109924,1.572329998,1.415089965,0.157233,0.786163986
2946,5.3048E+11,3.619999886,89.98000336,15.60999966,44034,0.415515006,223500,736,1375,72.1190033,8.846150398,4.166669846,15,2.230479956,2.97397995,0,2.97397995
2947,5.3048E+11,4.599999905,81.26000214,47.13000107,54386,3.611920118,253400,1125,1342,86.14129639,4.82833004,2.941179991,34.98540115,4.619569778,0,0,0
2948,5.3048E+11,9.050000191,81.61000061,30.34000015,41438,3.088819981,191100,924,1543,71.93969727,13.62069988,2.217289925,68.0134964,4.331449986,0,0,6.214690208
2949,5.3048E+11,14.28999996,83.94999695,56.61999893,40125,3.948390007,174500,,1380,48.33760071,0,0,47.75159836,0,0,0,0
2950,5.3048E+11,2.5,86.11000061,34.86999893,51350,4.371560097,193700,,1362,100,9.230770111,10.54310036,80.51280212,9.343939781,0,0,0
2951,5.3048E+11,25,75,55.86999893,66081,,,,,72.66190338,0,0,39.50619888,0,0,0,27.33810043
2952,5.3048E+11,0,99.41000366,50.59999847,75253,,113500,765,1131,32.37599945,4.597700119,0,39.84960175,8.877289772,0,0,0
2953,5.3048E+11,4.230000019,86.56999969,48.81999969,81215,3.857959986,217300,748,1412,74.95259857,1.26849997,0,19.00830078,5.882349968,2.656549931,0,3.225810051
2954,5.3048E+11,0,87.98999786,32.25999832,45962,2.718100071,165300,,1281,70.55560303,0,0,22.22220039,9.444439888,0,0,0
2955,5.3048E+11,6.510000229,84.44999695,21.56999969,37386,4.787489891,159600,758,1100,34.21929932,7.795700073,5.365849972,60.54219818,0,6.312290192,0,7.973420143
2956,5.3048E+11,0,98.33999634,24.01000023,39398,4.066170216,238800,865,1333,59.90890121,0,13.21430016,33.15510178,2.050110102,0,0,0
2957,5.3048E+11,7.820000172,87.44999695,30.5,,,140300,,1213,54.2016983,0,0,42.22219849,0,0,0,12.60499954
2958,5.3048E+11,11.59000015,86.93000031,36,57008,,302500,,1546,86.40229797,7.809110165,0,45.89039993,0,6.232289791,0,0
2959,5.3048E+11,18.17000008,69.77999878,14.73999977,75040,,190100,1032,,52.82049942,6.864990234,0,20.93020058,0,0,0,8.717949867
2960,5.3048E+11,22.04000092,58.31000137,10.34000015,34258,3.619889975,163100,935,1008,54.86539841,6.148869991,2.807019949,59.41699982,7.867499828,3.105590105,0,4.968939781
2961,5.3048E+11,21.38999939,67.52999878,5.28000021,55515,5.155220032,163500,856,,40.07089996,0,0,73.93000031,0,0,0,10.99289989
2962,5.3048E+11,28.45999908,69.94000244,24.69000053,66250,3.786859989,207100,722,1413,69.6969986,8.783780098,15.38459969,26.93880081,3.787879944,3.787879944,0,5.681819916
2963,5.3048E+11,5.53000021,94.47000122,26.38999939,82115,5.470170021,558900,1016,1629,80.9701004,4.424779892,0,22.03389931,0,0,0,0
2964,5.3048E+11,0,98.55000305,77.06999969,73482,,399200,,1810,73.61419678,1.518030047,0,33.33330154,1.108649969,1.773839951,0,0
2965,5.3048E+11,0,99.27999878,24.45999908,53819,,381900,816,1466,65.39920044,7.228919983,0,17.64710045,0,0,0,1.711030006
2966,5.3048E+11,6.989999771,86.95999908,27.70000076,73578,4.722949982,430200,838,1539,65.87030029,15.77779961,0,17.88619995,3.071670055,10.5802002,0,13.65190029
2967,5.3048E+11,4.349999905,93.16999817,28.98999977,76667,,415900,784,2250,81.11109924,9.171600342,0,51.92309952,0,4.444439888,0,0
2968,5.3048E+11,0,97.52999878,21.67000008,51193,,221300,732,,49.30690002,10.67000008,6.344409943,54.43790054,6.336629868,0.59405899,0,2.376240015
2969,5.3048E+11,1.129999995,91.76000214,38.31999969,67800,2.937459946,392300,1328,2017,81.48149872,0,0,20.43799973,0,0,0,0
2970,5.3048E+11,1.899999976,96.51999664,31.44000053,72121,3.506560087,325700,,1916,93.98280334,6.703909874,0,2.453989983,3.724930048,5.444129944,0,5.730659962
2971,5.305E+11,12.27000046,80.41000366,29.56999969,37378,4.367839813,77200,870,1128,81.61509705,3.244839907,7.023409843,22.1053009,23.02409935,0,0,6.185569763
2972,5.305E+11,0.689999998,92.45999908,11.39000034,92589,3.816709995,157600,1000,1179,81.41179657,1.629330039,3.966010094,21.28709984,16.94120026,0.470587999,1.647060037,2.588239908
2973,5.305E+11,0,73.90000153,15.11999989,34911,3.912019968,123100,,876,66.96430206,0,0,37.5,4.017859936,0,0,6.25
2974,5.305E+11,0.430000007,96.52999878,53.68999863,79250,3.888489962,257000,1346,1506,83.33329773,3.214289904,0,20.89550018,3.051640034,0,0,0
2975,5.305E+11,0.800000012,89.87000275,12.84000015,97891,2.659260035,173100,1109,1286,77.09089661,14.48600006,0,44.21770096,0,2.545449972,0,10.18179989
2976,5.305E+11,4.929999828,89.73999786,8.130000114,37212,4.002999783,151700,,1101,83.06710052,8.888890266,10.05920029,23.59550095,0.638978004,2.875400066,3.833869934,0.319489002
2977,5.305E+11,0,93.73000336,52.43999863,,5.521460056,148400,,1068,49.79919815,0,16.34620094,0,25.30120087,4.016059875,0,0
2978,5.305E+11,1.590000033,89.16999817,25.87999916,72125,4.081920147,233700,985,1779,90.56220245,3.728810072,4,15.68630028,3.815259933,2.811239958,0,0
2979,5.305E+11,10.17000008,82.73000336,18.63999939,46858,4.353859901,163100,786,1168,74.38330078,6.083089828,2.067179918,56.59569931,2.656549931,0,0,2.277040005
2980,5.305E+11,1.429999948,95.80000305,38.20999908,59271,4.71337986,251000,778,1401,95.97519684,2.996850014,2.211299896,4.054049969,2.012379885,0,0,0
2981,5.305E+11,2.420000076,96.09999847,31.64999962,51433,,193100,958,1760,78.89129639,1.717560053,0,56.59339905,5.970149994,1.279320002,0,4.477610111
2982,5.305E+11,0.389999986,94.87000275,21.36000061,63100,,194000,,1556,91.45079803,8.035710335,1.25,0,0,0,0,2.590670109
2983,5.305E+11,0,97.31999969,16.34000015,29625,,188300,,1793,96.16860199,0,0,0,6.130270004,0,0,0
2984,5.305E+11,2.579999924,88.40000153,41.59999847,33750,4.074540138,276600,862,880,77.21520233,3.846149921,11.03450012,52.47520065,3.375530005,1.687759995,1.687759995,8.860759735
2985,5.305E+11,5.019999981,89.16000366,30.48999977,103889,,266700,2212,1787,89.79589844,9.182209969,0,54.60990143,2.380949974,0,0,0
2986,5.305E+11,0,93.44999695,23.07999992,56932,,262900,839,1638,58.7983017,0,0,100,0,0,0,13.73390007
2987,5.305E+11,11.38000011,88.62000275,19.79999924,29343,,305400,583,,78.94740295,0,14.95330048,100,13.39710045,0,0,0
2988,5.305E+11,0,91.15000153,32.54000092,33684,3.478389978,193900,738,1345,58.37099838,0,0,39.24729919,13.57470036,0,0,5.65610981
2989,5.305E+11,0,94.70999908,24.5,51375,4.017380238,312900,612,1232,67.08860016,0,0,38.57139969,6.751049995,0,0,7.594940186
2990,5.305E+11,4.21999979,85.06999969,42.68000031,45573,3.943769932,211400,,1073,100,8.187129974,11.1498003,76.34410095,5.483029842,0,0,0
2991,5.305E+11,0,100,60.90999985,72552,,354800,,2020,80.87650299,0,0,,0,0,0,0
2992,5.305E+11,5.460000038,90.79000092,46.02999878,59583,5.645189762,262500,850,1409,89.5911026,10.36590004,8.564229965,100,11.77200031,1.610900044,0,0
2993,5.305E+11,0,93.16000366,53.79000092,56250,3.454890013,272000,865,1511,94.30169678,3.655910015,1.704550028,0,5.586589813,0,0,2.905030012
2994,5.305E+11,5.769999981,83.34999847,49.45000076,71845,,199000,,1554,86.69950104,10.47430038,3.35916996,41.46340179,0,0,1.97044003,9.031200409
2995,5.3052E+11,0,97.08999634,29.12000084,36339,2.90041995,201300,842,1063,72.42990112,5.699480057,0,19.56520081,8.878499985,13.55140018,0,0
2996,5.3052E+11,0.600000024,93.75,31.11000061,38438,3.843029976,158300,545,1191,62.88209915,15.09430027,14.73680019,4.651159763,10.91699982,1.746719956,1.310039997,3.056770086
2997,5.3052E+11,5.699999809,84.06999969,67.15000153,90250,3.377939939,204800,1063,1319,85.94470215,12.0635004,0,15.74069977,1.152070045,0,0.230415002,1.152070045
2998,5.3052E+11,0,94.69999695,46.47999954,59671,4.41711998,342700,664,1875,83.79750061,11.80119991,6.273059845,49.21879959,2.278480053,2.531650066,0,0.759494007
2999,5.3052E+11,0,91.55000305,22.62999916,47750,3.6066401,225000,,1325,68.39080048,6.164380074,21.7390995,36.84209824,0,0,0,9.77011013
3000,5.3052E+11,1.779999971,98.22000122,36.84000015,72778,,297300,,1468,88.67919922,5.524859905,0,100,3.144649982,0,0,2.830189943
3001,5.3052E+11,0,93.55999756,30.22999954,48715,,321200,,1739,86.1210022,14.34259987,0,17.20929909,0,3.202850103,9.608539581,16.01420021
3002,5.3052E+11,4.349999905,88.76000214,31.48999977,52083,4.885789871,269800,610,1378,76.31210327,4.011459827,0.90744102,26.77820015,8.794329643,4.255320072,2.269500017,6.950349808
3003,5.3052E+11,0.25999999,93.80999756,15.56000042,48158,4.082650185,164100,726,1120,48.35329819,3.744800091,1.428570032,40.55730057,4.191619873,6.736529827,1.94611001,4.790420055
3004,5.3052E+11,0.639999986,87.37000275,11.47000027,70089,4.112689972,272200,869,1199,62.05250168,14.93900013,10.51049995,10.44180012,0,3.579950094,2.625299931,3.579950094
3005,5.3052E+11,3.519999981,92,27.27000046,54489,4.551099777,269300,861,1580,76.69619751,0,7.657660007,60.86959839,2.359879971,0,0,0
3006,5.3052E+11,0,100,34.72000122,68125,4.05862999,368900,,1714,92.05879974,2.573529959,0,44.60430145,0,2.352940083,0,0
3007,5.3052E+11,1.320000052,94.38999939,40.20000076,74236,3.794239998,292700,1167,1465,85.78430176,6.849319935,5,0,0,2.205879927,0,0.980391979
3008,5.3052E+11,0,95.98999786,41.70999908,70605,2.715219975,275900,1014,1583,89.02610016,3.860519886,0,40.55199814,9.053500175,3.017829895,5.349790096,1.508919954
3009,5.30531E+11,12.97000027,78.59999847,65.44999695,86563,3.370429993,471100,1930,2462,32.84790039,4.84428978,2.475250006,0,2.103559971,0,1.132689953,1.618119955
3010,5.30531E+11,0,99.62000275,45.33000183,96204,4.325590134,443200,2083,2287,57.40129852,4.466020107,0,50.33110046,19.24340057,0,0,0
3011,5.30531E+11,0.779999971,99.05000305,61.25,110721,2.12026,600500,1969,2534,56.33000183,4.651159763,0,48.6957016,0,2.41821003,0,0
3012,5.30531E+11,0.889999986,97.51999664,51.63999939,77852,4.034629822,466900,1493,1867,60.92480087,0.895036995,3.809520006,16.83169937,9.972800255,0.271986008,0.815955997,0.543971002
3013,5.30531E+11,0,100,64.77999878,168105,,711000,3177,2983,90.72640228,2.917150021,2.036200047,7.349080086,0,0,0,0
